"ID","YEAR","MAKE","MODEL","VEHICLE CLASS","ENGINE SIZE","CYLINDERS","TRANSMISSION","FUEL","FUEL CONSUMPTION","COMB (mpg)","EMISSIONS"
13187,2013,"VOLKSWAGEN","JETTA","COMPACT",2.00,4,"AS6","X",9.30,35,186
13188,2013,"VOLKSWAGEN","JETTA","COMPACT",2.00,4,"M5","X",9.10,37,177
13189,2013,"VOLKSWAGEN","JETTA","COMPACT",2.00,4,"M6","Z",9.80,34,189
13190,2013,"VOLKSWAGEN","JETTA","COMPACT",2.50,5,"AS6","X",9.10,35,184
13191,2013,"VOLKSWAGEN","JETTA","COMPACT",2.50,5,"M5","X",9.90,34,189
13192,2013,"VOLKSWAGEN","JETTA TURBO HYBRID","COMPACT",1.40,4,"AM7","Z",4.50,64,101
13193,2013,"VOLKSWAGEN","PASSAT","MID-SIZE",2.50,5,"AS6","X",9.60,34,191
13194,2013,"VOLKSWAGEN","PASSAT","MID-SIZE",2.50,5,"M5","X",10.10,33,196
13195,2013,"VOLKSWAGEN","PASSAT","MID-SIZE",3.60,6,"AS6","Z",10.90,30,216
13196,2013,"VOLKSWAGEN","ROUTAN","MINIVAN",3.60,6,"A6","X",12.50,27,242
13197,2013,"VOLKSWAGEN","TIGUAN","SUV - SMALL",2.00,4,"AM6","Z",9.60,33,198
13198,2013,"VOLKSWAGEN","TIGUAN","SUV - SMALL",2.00,4,"M6","Z",12.00,28,232
13199,2013,"VOLKSWAGEN","TIGUAN 4MOTION","SUV - SMALL",2.00,4,"AM6","Z",10.20,31,209
13200,2013,"VOLVO","C30","COMPACT",2.50,5,"AS5","X",10.10,33,198
13201,2013,"VOLVO","C30","COMPACT",2.50,5,"M6","X",10.20,32,200
13202,2013,"VOLVO","C70","SUBCOMPACT",2.50,5,"AS5","X",11.40,30,218
13203,2013,"VOLVO","S60","COMPACT",2.50,5,"AS6","X",9.90,34,193
13204,2013,"VOLVO","S60 AWD","COMPACT",2.50,5,"AS6","X",10.20,32,202
13205,2013,"VOLVO","S60 AWD","COMPACT",3.00,6,"AS6","X",11.70,28,230
13206,2013,"VOLVO","S80","MID-SIZE",3.20,6,"AS6","X",10.50,32,205
13207,2013,"VOLVO","S80 AWD","MID-SIZE",3.00,6,"AS6","X",11.70,28,230
13208,2013,"VOLVO","XC60","SUV - SMALL",3.20,6,"AS6","X",11.20,29,223
13209,2013,"VOLVO","XC60 AWD","SUV - SMALL",3.00,6,"AS6","X",12.00,27,239
13210,2013,"VOLVO","XC60 AWD","SUV - SMALL",3.20,6,"AS6","X",11.60,28,230
13211,2013,"VOLVO","XC70 AWD","SUV - SMALL",3.00,6,"AS6","X",12.00,27,239
13212,2013,"VOLVO","XC70 AWD","SUV - SMALL",3.20,6,"AS6","X",11.60,29,228
13213,2013,"VOLVO","XC90 AWD","SUV - STANDARD",3.20,6,"AS6","X",13.20,25,258
13214,2014,"ACURA","ILX","COMPACT",2.00,4,"AS5","Z",8.60,39,166
13215,2014,"ACURA","ILX","COMPACT",2.40,4,"M6","Z",9.80,34,191
13216,2014,"ACURA","ILX HYBRID","COMPACT",1.50,4,"AV7","Z",5.00,58,113
13217,2014,"ACURA","MDX 4WD","SUV - SMALL",3.50,6,"AS6","Z",11.20,29,221
13218,2014,"ACURA","RDX AWD","SUV - SMALL",3.50,6,"AS6","Z",10.70,31,212
13219,2014,"ACURA","RLX","MID-SIZE",3.50,6,"AS6","Z",10.50,33,198
13220,2014,"ACURA","TL","MID-SIZE",3.50,6,"AS6","Z",10.40,32,202
13221,2014,"ACURA","TL AWD","MID-SIZE",3.70,6,"AS6","Z",11.40,29,223
13222,2014,"ACURA","TL AWD","MID-SIZE",3.70,6,"M6","Z",11.90,28,235
13223,2014,"ACURA","TSX","COMPACT",2.40,4,"AS5","Z",9.30,36,182
13224,2014,"ACURA","TSX","COMPACT",2.40,4,"M6","Z",9.90,33,196
13225,2014,"ACURA","TSX","COMPACT",3.50,6,"AS5","Z",10.70,31,207
13226,2014,"ALFA ROMEO","4C","TWO-SEATER",1.80,4,"AM6","Z",9.10,37,177
13227,2014,"ASTON MARTIN","DB9","MINICOMPACT",5.90,12,"A6","Z",16.20,21,315
13228,2014,"ASTON MARTIN","RAPIDE","SUBCOMPACT",5.90,12,"A6","Z",16.20,21,315
13229,2014,"ASTON MARTIN","V8 VANTAGE","TWO-SEATER",4.70,8,"AM7","Z",15.70,22,297
13230,2014,"ASTON MARTIN","V8 VANTAGE","TWO-SEATER",4.70,8,"M6","Z",16.30,21,315
13231,2014,"ASTON MARTIN","V8 VANTAGE S","TWO-SEATER",4.70,8,"AM7","Z",15.70,22,297
13232,2014,"ASTON MARTIN","V8 VANTAGE S","TWO-SEATER",4.70,8,"M6","Z",16.30,21,315
13233,2014,"ASTON MARTIN","VANQUISH","MINICOMPACT",5.90,12,"A6","Z",16.20,21,315
13234,2014,"AUDI","A4","COMPACT",2.00,4,"AV8","Z",8.60,38,173
13235,2014,"AUDI","A4 QUATTRO","COMPACT",2.00,4,"AS8","Z",10.10,33,198
13236,2014,"AUDI","A4 QUATTRO","COMPACT",2.00,4,"M6","Z",9.40,35,184
13237,2014,"AUDI","A5 CABRIOLET QUATTRO","SUBCOMPACT",2.00,4,"AS8","Z",10.10,33,198
13238,2014,"AUDI","A5 QUATTRO","SUBCOMPACT",2.00,4,"AS8","Z",10.10,33,198
13239,2014,"AUDI","A5 QUATTRO","SUBCOMPACT",2.00,4,"M6","Z",9.40,35,184
13240,2014,"AUDI","A6 QUATTRO","MID-SIZE",2.00,4,"AS8","Z",10.50,32,205
13241,2014,"AUDI","A6 QUATTRO","MID-SIZE",3.00,6,"AS8","Z",11.30,30,219
13242,2014,"AUDI","A8","MID-SIZE",3.00,6,"AS8","Z",11.60,29,223
13243,2014,"AUDI","A8L","FULL-SIZE",3.00,6,"AS8","Z",11.60,29,223
13244,2014,"AUDI","A8L","FULL-SIZE",4.00,8,"AS8","Z",13.20,26,251
13245,2014,"AUDI","ALLROAD QUATTRO","STATION WAGON - SMALL",2.00,4,"AS8","Z",10.40,31,207
13246,2014,"AUDI","Q5","SUV - SMALL",2.00,4,"AS8","Z",10.50,31,207
13247,2014,"AUDI","Q5","SUV - SMALL",3.00,6,"AS8","Z",11.40,29,225
13248,2014,"AUDI","Q5 HYBRID","SUV - SMALL",2.00,4,"AS8","Z",8.60,36,179
13249,2014,"AUDI","Q7","SUV - STANDARD",3.00,6,"AS8","Z",13.50,24,267
13250,2014,"AUDI","R8","TWO-SEATER",4.20,8,"A7","Z",15.90,22,297
13251,2014,"AUDI","R8","TWO-SEATER",4.20,8,"M6","Z",19.10,18,361
13252,2014,"AUDI","R8","TWO-SEATER",5.20,10,"M6","Z",19.10,18,363
13253,2014,"AUDI","R8 SPYDER","TWO-SEATER",4.20,8,"A7","Z",15.90,22,297
13254,2014,"AUDI","R8 SPYDER","TWO-SEATER",4.20,8,"M6","Z",19.10,18,361
13255,2014,"AUDI","R8 SPYDER","TWO-SEATER",5.20,10,"M6","Z",19.10,18,363
13256,2014,"AUDI","RS5","SUBCOMPACT",4.20,8,"A7","Z",13.70,24,269
13257,2014,"AUDI","RS5 CABRIOLET","SUBCOMPACT",4.20,8,"A7","Z",13.60,24,271
13258,2014,"AUDI","S4","COMPACT",3.00,6,"A7","Z",11.70,29,228
13259,2014,"AUDI","S4","COMPACT",3.00,6,"M6","Z",13.10,26,251
13260,2014,"AUDI","S5","SUBCOMPACT",3.00,6,"A7","Z",11.70,29,228
13261,2014,"AUDI","S5","SUBCOMPACT",3.00,6,"M6","Z",13.10,26,251
13262,2014,"AUDI","S5 CABRIOLET","SUBCOMPACT",3.00,6,"A7","Z",11.80,28,232
13263,2014,"AUDI","S6","MID-SIZE",4.00,8,"A7","Z",12.70,26,246
13264,2014,"AUDI","S7","MID-SIZE",4.00,8,"A7","Z",12.70,26,246
13265,2014,"AUDI","SQ5","SUV - SMALL",3.00,6,"AS8","Z",13.20,25,255
13266,2014,"AUDI","TT COUPE QUATTRO","SUBCOMPACT",2.00,4,"A6","Z",9.00,36,182
13267,2014,"AUDI","TT ROADSTER QUATTRO","TWO-SEATER",2.00,4,"A6","Z",9.00,36,182
13268,2014,"AUDI","TTS COUPE QUATTRO","SUBCOMPACT",2.00,4,"A6","Z",10.10,32,205
13269,2014,"AUDI","TTS ROADSTER QUATTRO","TWO-SEATER",2.00,4,"A6","Z",10.10,32,205
13270,2014,"BENTLEY","CONTINENTAL GT","SUBCOMPACT",6.00,12,"AS8","Z",17.00,21,315
13271,2014,"BENTLEY","CONTINENTAL GT SPEED CONVERTIBLE","SUBCOMPACT",6.00,12,"AS8","Z",18.10,19,336
13272,2014,"BENTLEY","CONTINENTAL GTC","SUBCOMPACT",6.00,12,"AS8","Z",18.10,19,336
13273,2014,"BENTLEY","MULSANNE","MID-SIZE",6.80,8,"AS8","Z",20.30,17,389
13274,2014,"BMW","320i","COMPACT",2.00,4,"A8","Z",8.70,39,166
13275,2014,"BMW","320i","COMPACT",2.00,4,"M6","Z",9.10,38,173
13276,2014,"BMW","320i xDRIVE","COMPACT",2.00,4,"A8","Z",8.90,38,173
13277,2014,"BMW","328d xDRIVE","COMPACT",2.00,4,"A8","D",6.40,50,151
13278,2014,"BMW","328d xDRIVE TOURING","STATION WAGON - SMALL",2.00,4,"A8","D",6.40,50,151
13279,2014,"BMW","328i","COMPACT",2.00,4,"A8","Z",8.70,39,166
13280,2014,"BMW","328i","COMPACT",2.00,4,"M6","Z",9.10,38,173
13281,2014,"BMW","328i xDRIVE","COMPACT",2.00,4,"A8","Z",9.30,36,179
13282,2014,"BMW","328i xDRIVE GRAN TURISMO","FULL-SIZE",2.00,4,"A8","Z",9.30,36,179
13283,2014,"BMW","328i xDRIVE TOURING","STATION WAGON - SMALL",2.00,4,"A8","Z",9.30,36,179
13284,2014,"BMW","335i","COMPACT",3.00,6,"A8","Z",10.00,34,189
13285,2014,"BMW","335i","COMPACT",3.00,6,"M6","Z",10.40,32,200
13286,2014,"BMW","335i xDRIVE","COMPACT",3.00,6,"A8","Z",10.30,33,198
13287,2014,"BMW","335i xDRIVE","COMPACT",3.00,6,"M6","Z",10.50,32,205
13288,2014,"BMW","335i xDRIVE GRAN TURISMO","FULL-SIZE",3.00,6,"A8","Z",10.50,32,202
13289,2014,"BMW","428i COUPE","COMPACT",2.00,4,"A8","Z",8.70,39,166
13290,2014,"BMW","428i COUPE","COMPACT",2.00,4,"M6","Z",9.10,38,173
13291,2014,"BMW","428i xDRIVE COUPE","COMPACT",2.00,4,"A8","Z",9.30,36,179
13292,2014,"BMW","435i COUPE","COMPACT",3.00,6,"A8","Z",10.00,34,189
13293,2014,"BMW","435i COUPE","COMPACT",3.00,6,"M6","Z",10.40,32,200
13294,2014,"BMW","435i xDRIVE COUPE","COMPACT",3.00,6,"A8","Z",10.30,33,198
13295,2014,"BMW","435i xDRIVE COUPE","COMPACT",3.00,6,"M6","Z",10.50,32,205
13296,2014,"BMW","528i","MID-SIZE",2.00,4,"A8","Z",8.90,38,173
13297,2014,"BMW","528i xDRIVE","MID-SIZE",2.00,4,"A8","Z",9.30,36,179
13298,2014,"BMW","535d xDRIVE","MID-SIZE",3.00,6,"A8","D",7.90,42,181
13299,2014,"BMW","535i xDRIVE","MID-SIZE",3.00,6,"A8","Z",10.50,32,202
13300,2014,"BMW","535i xDRIVE GRAN TURISMO","FULL-SIZE",3.00,6,"A8","Z",11.00,30,214
13301,2014,"BMW","550i xDRIVE","MID-SIZE",4.40,8,"A8","Z",12.80,26,246
13302,2014,"BMW","550i xDRIVE GRAN TURISMO","FULL-SIZE",4.40,8,"A8","Z",13.40,25,255
13303,2014,"BMW","640i xDRIVE GRAN COUPE","COMPACT",3.00,6,"A8","Z",10.50,32,202
13304,2014,"BMW","650i xDRIVE CABRIOLET","SUBCOMPACT",4.40,8,"A8","Z",13.40,25,255
13305,2014,"BMW","650i xDRIVE COUPE","COMPACT",4.40,8,"A8","Z",12.80,26,246
13306,2014,"BMW","650i xDRIVE GRAN COUPE","COMPACT",4.40,8,"A8","Z",13.40,25,255
13307,2014,"BMW","740Li xDRIVE","FULL-SIZE",3.00,6,"A8","Z",11.00,30,214
13308,2014,"BMW","750i xDRIVE","FULL-SIZE",4.40,8,"A8","Z",13.40,25,255
13309,2014,"BMW","750Li xDRIVE","FULL-SIZE",4.40,8,"A8","Z",13.40,25,255
13310,2014,"BMW","760Li","FULL-SIZE",6.00,12,"A8","Z",16.90,21,315
13311,2014,"BMW","ACTIVEHYBRID 3","COMPACT",3.00,6,"A8","Z",7.90,40,161
13312,2014,"BMW","ACTIVEHYBRID 5","MID-SIZE",3.00,6,"A8","Z",9.20,35,184
13313,2014,"BMW","ACTIVEHYBRID 7L","FULL-SIZE",3.00,6,"A8","Z",9.20,36,182
13314,2014,"BMW","ALPINA B7 xDRIVE LWB","FULL-SIZE",4.40,8,"A8","Z",13.40,25,255
13315,2014,"BMW","ALPINA B7 xDRIVE SWB","FULL-SIZE",4.40,8,"A8","Z",13.40,25,255
13316,2014,"BMW","M5","MID-SIZE",4.40,8,"AM7","Z",15.60,22,299
13317,2014,"BMW","M5","MID-SIZE",4.40,8,"M6","Z",14.50,23,278
13318,2014,"BMW","M6","COMPACT",4.40,8,"AM7","Z",15.60,22,299
13319,2014,"BMW","M6","COMPACT",4.40,8,"M6","Z",14.50,23,278
13320,2014,"BMW","M6 CABRIOLET","SUBCOMPACT",4.40,8,"AM7","Z",15.60,22,299
13321,2014,"BMW","M6 CABRIOLET","SUBCOMPACT",4.40,8,"M6","Z",14.50,23,278
13322,2014,"BMW","M6 GRAN COUPE","COMPACT",4.40,8,"AM7","Z",15.60,22,299
13323,2014,"BMW","M6 GRAN COUPE","COMPACT",4.40,8,"M6","Z",14.50,23,278
13324,2014,"BMW","X1 xDRIVE28i","SUV - SMALL",2.00,4,"A8","Z",9.30,36,179
13325,2014,"BMW","X1 xDRIVE35i","SUV - SMALL",3.00,6,"A6","Z",11.70,29,225
13326,2014,"BMW","X3 xDRIVE28i","SUV - SMALL",2.00,4,"A8","Z",9.80,33,198
13327,2014,"BMW","X3 xDRIVE35i","SUV - SMALL",3.00,6,"A8","Z",11.10,29,221
13328,2014,"BMW","X5 xDRIVE35i","SUV - STANDARD",3.00,6,"A8","Z",11.40,29,221
13329,2014,"BMW","X5 xDRIVE50i","SUV - STANDARD",4.40,8,"A8","Z",14.60,23,281
13330,2014,"BMW","X6 M","SUV - STANDARD",4.40,8,"A6","Z",16.30,20,327
13331,2014,"BMW","X6 xDRIVE35i","SUV - STANDARD",3.00,6,"A8","Z",12.10,27,239
13332,2014,"BMW","X6 xDRIVE50i","SUV - STANDARD",4.40,8,"A8","Z",14.70,23,285
13333,2014,"BMW","Z4 sDRIVE28i","TWO-SEATER",2.00,4,"A8","Z",9.40,36,179
13334,2014,"BMW","Z4 sDRIVE28i","TWO-SEATER",2.00,4,"M6","Z",9.10,38,173
13335,2014,"BMW","Z4 sDRIVE35i","TWO-SEATER",3.00,6,"AM7","Z",12.20,27,242
13336,2014,"BMW","Z4 sDRIVE35i","TWO-SEATER",3.00,6,"M6","Z",11.20,29,221
13337,2014,"BMW","Z4 sDRIVE35is","TWO-SEATER",3.00,6,"AM7","Z",12.20,27,242
13338,2014,"BUICK","ENCLAVE","SUV - STANDARD",3.60,6,"A6","X",12.70,26,248
13339,2014,"BUICK","ENCLAVE AWD","SUV - STANDARD",3.60,6,"A6","X",13.00,26,253
13340,2014,"BUICK","ENCORE","SUV - SMALL",1.40,4,"AS6","X",8.20,39,166
13341,2014,"BUICK","ENCORE AWD","SUV - SMALL",1.40,4,"AS6","X",8.90,36,182
13342,2014,"BUICK","LACROSSE","MID-SIZE",3.60,6,"AS6","X",12.20,28,230
13343,2014,"BUICK","LACROSSE","MID-SIZE",3.60,6,"AS6","E",16.60,20,221
13344,2014,"BUICK","LACROSSE AWD","MID-SIZE",3.60,6,"AS6","X",12.20,28,232
13345,2014,"BUICK","LACROSSE AWD","MID-SIZE",3.60,6,"AS6","E",17.50,19,234
13346,2014,"BUICK","LACROSSE eASSIST","MID-SIZE",2.40,4,"AS6","X",8.30,40,161
13347,2014,"BUICK","REGAL","MID-SIZE",2.00,4,"AS6","Z",10.10,33,196
13348,2014,"BUICK","REGAL","MID-SIZE",2.00,4,"M6","Z",10.20,34,193
13349,2014,"BUICK","REGAL AWD","MID-SIZE",2.00,4,"AS6","Z",10.90,30,214
13350,2014,"BUICK","REGAL eASSIST","MID-SIZE",2.40,4,"AS6","X",8.30,40,161
13351,2014,"BUICK","VERANO","COMPACT",2.00,4,"AS6","Z",10.10,33,196
13352,2014,"BUICK","VERANO","COMPACT",2.00,4,"M6","Z",10.20,34,193
13353,2014,"BUICK","VERANO","COMPACT",2.40,4,"AS6","X",9.90,34,191
13354,2014,"CADILLAC","ATS","COMPACT",2.00,4,"AS6","Z",9.90,34,191
13355,2014,"CADILLAC","ATS","COMPACT",2.00,4,"M6","Z",10.70,32,205
13356,2014,"CADILLAC","ATS","COMPACT",2.50,4,"AS6","X",9.20,36,179
13357,2014,"CADILLAC","ATS","COMPACT",3.60,6,"AS6","X",11.30,30,216
13358,2014,"CADILLAC","ATS AWD","COMPACT",2.00,4,"AS6","Z",10.40,32,202
13359,2014,"CADILLAC","ATS AWD","COMPACT",3.60,6,"AS6","X",11.60,29,225
13360,2014,"CADILLAC","CTS COUPE","MID-SIZE",3.60,6,"AS6","X",11.70,29,223
13361,2014,"CADILLAC","CTS COUPE AWD","MID-SIZE",3.60,6,"AS6","X",11.80,29,228
13362,2014,"CADILLAC","CTS SEDAN","MID-SIZE",2.00,4,"AS6","Z",10.50,32,200
13363,2014,"CADILLAC","CTS SEDAN","MID-SIZE",3.60,6,"AS8","X",11.40,30,216
13364,2014,"CADILLAC","CTS SEDAN AWD","MID-SIZE",2.00,4,"AS6","Z",11.10,30,214
13365,2014,"CADILLAC","CTS SEDAN AWD","MID-SIZE",3.60,6,"AS6","X",11.60,29,225
13366,2014,"CADILLAC","CTS SEDAN Vsport","MID-SIZE",3.60,6,"AS8","Z",13.50,25,258
13367,2014,"CADILLAC","CTS SPORT WAGON","STATION WAGON - SMALL",3.00,6,"AS6","X",11.20,30,219
13368,2014,"CADILLAC","CTS SPORT WAGON","STATION WAGON - SMALL",3.60,6,"AS6","X",11.80,29,225
13369,2014,"CADILLAC","CTS SPORT WAGON AWD","STATION WAGON - SMALL",3.00,6,"AS6","X",11.30,29,223
13370,2014,"CADILLAC","CTS SPORT WAGON AWD","STATION WAGON - SMALL",3.60,6,"AS6","X",11.80,29,228
13371,2014,"CADILLAC","CTS-V COUPE","MID-SIZE",6.20,8,"AS6","Z",17.80,19,340
13372,2014,"CADILLAC","CTS-V COUPE","MID-SIZE",6.20,8,"M6","Z",15.00,22,301
13373,2014,"CADILLAC","CTS-V SEDAN","MID-SIZE",6.20,8,"AS6","Z",17.80,19,340
13374,2014,"CADILLAC","CTS-V SEDAN","MID-SIZE",6.20,8,"M6","Z",15.00,22,301
13375,2014,"CADILLAC","CTS-V SPORT WAGON","STATION WAGON - SMALL",6.20,8,"AS6","Z",17.80,19,340
13376,2014,"CADILLAC","CTS-V SPORT WAGON","STATION WAGON - SMALL",6.20,8,"M6","Z",15.00,22,301
13377,2014,"CADILLAC","ESCALADE AWD","SUV - STANDARD",6.20,8,"A6","Z",15.30,22,297
13378,2014,"CADILLAC","ESCALADE AWD","SUV - STANDARD",6.20,8,"A6","E",21.20,16,286
13379,2014,"CADILLAC","ESCALADE ESV AWD","SUV - STANDARD",6.20,8,"A6","Z",17.00,19,334
13380,2014,"CADILLAC","ESCALADE ESV AWD","SUV - STANDARD",6.20,8,"A6","E",23.50,14,317
13381,2014,"CADILLAC","SRX","SUV - STANDARD",3.60,6,"AS6","X",12.70,26,246
13382,2014,"CADILLAC","SRX AWD","SUV - STANDARD",3.60,6,"AS6","X",13.20,25,258
13383,2014,"CADILLAC","XTS","FULL-SIZE",3.60,6,"AS6","X",12.10,29,228
13384,2014,"CADILLAC","XTS AWD","FULL-SIZE",3.60,6,"AS6","X",12.50,27,237
13385,2014,"CADILLAC","XTS Vsport AWD","FULL-SIZE",3.60,6,"AS6","Z",13.20,26,253
13386,2014,"CHEVROLET","CAMARO","COMPACT",3.60,6,"AS6","X",11.70,29,223
13387,2014,"CHEVROLET","CAMARO","COMPACT",3.60,6,"M6","X",12.60,28,235
13388,2014,"CHEVROLET","CAMARO 2LS","COMPACT",3.60,6,"AS6","X",11.20,31,209
13389,2014,"CHEVROLET","CAMARO SS","COMPACT",6.20,8,"AS6","Z",13.70,25,258
13390,2014,"CHEVROLET","CAMARO SS","COMPACT",6.20,8,"M6","Z",13.40,25,255
13391,2014,"CHEVROLET","CAMARO ZL1","COMPACT",6.20,8,"AS6","Z",17.80,19,340
13392,2014,"CHEVROLET","CAMARO ZL1","COMPACT",6.20,8,"M6","Z",15.00,22,301
13393,2014,"CHEVROLET","CORVETTE","TWO-SEATER",6.20,8,"AS6","Z",13.30,27,242
13394,2014,"CHEVROLET","CORVETTE","TWO-SEATER",6.20,8,"M7","Z",12.20,29,225
13395,2014,"CHEVROLET","CRUZE","MID-SIZE",1.40,4,"AS6","X",7.80,43,152
13396,2014,"CHEVROLET","CRUZE","MID-SIZE",1.40,4,"M6","X",7.80,43,152
13397,2014,"CHEVROLET","CRUZE","MID-SIZE",1.80,4,"AS6","X",9.20,37,175
13398,2014,"CHEVROLET","CRUZE","MID-SIZE",1.80,4,"M6","X",8.20,41,159
13399,2014,"CHEVROLET","CRUZE DIESEL","MID-SIZE",2.00,4,"AS6","D",7.50,47,162
13400,2014,"CHEVROLET","CRUZE ECO","MID-SIZE",1.40,4,"A6","X",7.80,43,150
13401,2014,"CHEVROLET","CRUZE ECO","MID-SIZE",1.40,4,"M6","X",7.20,47,138
13402,2014,"CHEVROLET","EQUINOX","SUV - SMALL",2.40,4,"A6","X",9.20,36,179
13403,2014,"CHEVROLET","EQUINOX","SUV - SMALL",3.60,6,"A6","X",12.40,27,242
13404,2014,"CHEVROLET","EQUINOX","SUV - SMALL",3.60,6,"A6","E",17.00,20,230
13405,2014,"CHEVROLET","EQUINOX AWD","SUV - SMALL",2.40,4,"A6","X",10.10,32,200
13406,2014,"CHEVROLET","EQUINOX AWD","SUV - SMALL",3.60,6,"A6","X",13.20,26,253
13407,2014,"CHEVROLET","EQUINOX AWD","SUV - SMALL",3.60,6,"A6","E",17.90,19,242
13408,2014,"CHEVROLET","EXPRESS 1500 CARGO","VAN - CARGO",4.30,6,"A4","X",15.40,21,306
13409,2014,"CHEVROLET","EXPRESS 1500 CARGO","VAN - CARGO",5.30,8,"A4","X",16.20,20,324
13410,2014,"CHEVROLET","EXPRESS 1500 CARGO","VAN - CARGO",5.30,8,"A4","E",21.40,15,298
13411,2014,"CHEVROLET","EXPRESS 1500 CARGO AWD","VAN - CARGO",5.30,8,"A4","X",16.50,19,334
13412,2014,"CHEVROLET","EXPRESS 1500 CARGO AWD","VAN - CARGO",5.30,8,"A4","E",21.60,15,306
13413,2014,"CHEVROLET","EXPRESS 1500 CARGO CONV","VAN - CARGO",5.30,8,"A4","X",16.80,19,336
13414,2014,"CHEVROLET","EXPRESS 1500 CARGO CONV","VAN - CARGO",5.30,8,"A4","E",21.80,15,306
13415,2014,"CHEVROLET","EXPRESS 1500 CARGO CONV AWD","VAN - CARGO",5.30,8,"A4","X",16.50,19,334
13416,2014,"CHEVROLET","EXPRESS 1500 CARGO CONV AWD","VAN - CARGO",5.30,8,"A4","E",23.10,14,323
13417,2014,"CHEVROLET","EXPRESS 1500 PASSENGER","VAN - PASSENGER",5.30,8,"A4","X",16.80,19,336
13418,2014,"CHEVROLET","EXPRESS 1500 PASSENGER","VAN - PASSENGER",5.30,8,"A4","E",21.80,15,306
13419,2014,"CHEVROLET","EXPRESS 1500 PASSENGER AWD","VAN - PASSENGER",5.30,8,"A4","X",16.50,19,334
13420,2014,"CHEVROLET","EXPRESS 1500 PASSENGER AWD","VAN - PASSENGER",5.30,8,"A4","E",23.10,14,323
13421,2014,"CHEVROLET","EXPRESS 2500 PASSENGER","VAN - PASSENGER",4.80,8,"A6","X",19.10,18,368
13422,2014,"CHEVROLET","EXPRESS 2500 PASSENGER","VAN - PASSENGER",6.00,8,"A6","X",19.90,17,384
13423,2014,"CHEVROLET","EXPRESS 2500 PASSENGER","VAN - PASSENGER",6.00,8,"A6","E",27.50,12,368
13424,2014,"CHEVROLET","EXPRESS 3500 PASSENGER","VAN - PASSENGER",4.80,8,"A6","X",19.30,18,370
13425,2014,"CHEVROLET","EXPRESS 3500 PASSENGER","VAN - PASSENGER",6.00,8,"A6","X",20.10,17,386
13426,2014,"CHEVROLET","EXPRESS 3500 PASSENGER","VAN - PASSENGER",6.00,8,"A6","E",27.70,12,370
13427,2014,"CHEVROLET","IMPALA","FULL-SIZE",2.50,4,"AS6","X",9.90,34,191
13428,2014,"CHEVROLET","IMPALA","FULL-SIZE",3.60,6,"AS6","X",11.10,31,212
13429,2014,"CHEVROLET","IMPALA","FULL-SIZE",3.60,6,"AS6","E",15.00,22,202
13430,2014,"CHEVROLET","IMPALA ECO","FULL-SIZE",2.40,4,"AS6","X",8.70,38,170
13431,2014,"CHEVROLET","MALIBU","MID-SIZE",2.00,4,"AS6","Z",10.10,33,196
13432,2014,"CHEVROLET","MALIBU","MID-SIZE",2.50,4,"AS6","X",8.00,42,156
13433,2014,"CHEVROLET","ORLANDO","SUV - SMALL",2.40,4,"AS6","X",10.80,31,212
13434,2014,"CHEVROLET","ORLANDO","SUV - SMALL",2.40,4,"M6","X",10.40,32,205
13435,2014,"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD",4.30,6,"A6","X",11.90,27,239
13436,2014,"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD",4.30,6,"A6","E",17.10,19,238
13437,2014,"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",13.00,26,253
13438,2014,"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD",5.30,8,"A6","E",17.60,19,238
13439,2014,"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD",6.20,8,"A6","Z",14.60,23,285
13440,2014,"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD",4.30,6,"A6","X",12.60,26,253
13441,2014,"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD",4.30,6,"A6","E",18.10,18,251
13442,2014,"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",13.30,25,262
13443,2014,"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD",5.30,8,"A6","E",18.00,18,246
13444,2014,"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD",6.20,8,"A6","Z",14.70,23,288
13445,2014,"CHEVROLET","SONIC","COMPACT",1.40,4,"AS6","X",7.80,42,156
13446,2014,"CHEVROLET","SONIC","COMPACT",1.40,4,"M6","X",7.30,45,145
13447,2014,"CHEVROLET","SONIC","COMPACT",1.80,4,"AS6","X",8.30,40,163
13448,2014,"CHEVROLET","SONIC","COMPACT",1.80,4,"M5","X",7.70,42,156
13449,2014,"CHEVROLET","SONIC RS","COMPACT",1.40,4,"AS6","X",8.10,40,163
13450,2014,"CHEVROLET","SONIC RS","COMPACT",1.40,4,"M6","X",7.60,42,156
13451,2014,"CHEVROLET","SONIC 5","MID-SIZE",1.40,4,"AS6","X",7.80,42,156
13452,2014,"CHEVROLET","SONIC 5","MID-SIZE",1.40,4,"M6","X",7.30,45,145
13453,2014,"CHEVROLET","SONIC 5","MID-SIZE",1.80,4,"AS6","X",8.30,40,163
